freq,unit,geo\TIME_PERIOD	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,P_HTHAB,ES62	: 	: 	: 	: 	: 	: 	333.76 	323.81 	326.93 	300.26 	301.50 	307.07 	309.84 	308.61 	313.62 	313.98 	311.47 	313.46 b	317.29 	318.75 	317.60 	319.73 	323.93 	323.32 	317.99 	321.20 	325.41 	309.68 	314.27 	303.10 p
A,P_HTHAB,ES63	: 	: 	: 	: 	: 	: 	324.61 	309.78 	319.60 	324.00 	319.67 	257.81 	255.55 	247.67 	243.62 	258.91 	236.84 	218.75 b	216.36 	216.17 	212.75 	212.56 	210.22 	209.80 	207.94 	208.19 	211.94 	207.63 	204.78 	200.53 p
A,P_HTHAB,ES64	: 	: 	: 	: 	: 	: 	303.77 	344.63 	296.30 	304.68 	307.38 	310.05 	302.98 	283.66 	279.58 	228.20 	227.56 	215.60 b	206.65 	199.50 	197.03 	195.92 	194.88 	189.74 	192.16 	190.09 	190.35 	198.23 	199.69 	197.95 p
A,P_HTHAB,ES70	: 	: 	: 	: 	: 	: 	491.12 	462.56 	455.61 	439.36 	428.21 	413.30 	406.69 	368.36 	355.86 	345.19 	339.55 	334.06 b	323.31 	315.57 	310.89 	311.81 	314.45 	310.01 	310.34 	310.50 	290.96 	277.86 	282.30 	283.07 p
A,P_HTHAB,FI	825.17 e	819.42 e	812.15 e	811.60 e	789.64 e	777.24 e	760.53 e	753.97 be	746.24 e	735.14 e	724.33 e	709.94 e	705.29 e	698.66 e	673.30 e	656.84 e	625.22 e	585.79 e	552.51 e	528.74 e	486.25 e	453.32 e	428.30 e	396.94 e	375.44 e	356.56 e	339.29 e	274.69 e	278.94 e	261.51 e
A,P_HTHAB,FI19	: 	: 	: 	: 	: 	: 	784.84 e	755.08 be	746.78 e	736.02 e	729.88 e	724.71 e	724.32 e	713.73 e	686.27 e	674.41 e	653.94 e	641.94 e	592.89 e	566.30 e	518.44 e	461.75 e	451.24 e	402.51 e	396.75 e	364.77 e	349.04 e	282.57 e	281.55 e	275.17 e
A,P_HTHAB,FI1B	: 	: 	: 	: 	: 	: 	: e	657.21 be	641.26 e	621.88 e	597.74 e	563.36 e	546.74 e	542.21 e	525.69 e	515.64 e	499.09 e	408.81 e	414.10 e	387.56 e	364.30 e	344.32 e	342.78 e	322.60 e	325.21 e	283.65 e	264.94 e	229.34 e	234.91 e	203.84 e
A,P_HTHAB,FI1C	: 	: 	: 	: 	: 	: 	: e	771.09 be	767.50 e	750.56 e	742.83 e	748.80 e	753.95 e	753.20 e	719.23 e	696.45 e	643.10 e	657.60 e	582.43 e	559.19 e	499.95 e	474.35 e	428.04 e	399.28 e	344.27 e	350.52 e	348.55 e	270.26 e	285.81 e	268.38 e
A,P_HTHAB,FI1D	: 	: 	: 	: 	: 	: 	: e	842.50 be	840.66 e	843.46 e	841.64 e	823.40 e	820.28 e	812.69 e	789.06 e	768.62 e	728.13 e	673.13 e	649.96 e	633.67 e	590.83 e	562.33 e	513.98 e	485.49 e	447.60 e	450.90 e	424.99 e	332.64 e	330.06 e	319.49 e
A,P_HTHAB,FI20	: 	: 	: 	: 	: 	: 	746.91 e	644.38 be	702.26 e	749.76 e	703.98 e	670.80 e	665.19 e	616.29 e	585.25 e	534.45 e	536.91 e	491.56 e	447.12 e	418.61 e	349.85 e	312.60 e	262.53 e	254.31 e	241.90 e	202.44 e	36.87 e	179.96 e	231.51 e	224.04 e
A,P_HTHAB,FR	: 	: 	: 	: 	849.06 	834.09 	820.12 	797.01 	782.70 	771.25 	754.56 	739.04 	722.49 	711.11 	706.00 	690.27 	666.11 	642.88 	635.99 	633.94 	626.73 b	619.39 	613.02 	605.47 	596.77 	588.81 	581.43 	571.74 	561.60 	549.90 
A,P_HTHAB,FR10	: 	: 	: 	: 	: 	: 	721.43 	701.85 	680.17 	677.61 	659.51 	651.50 	638.18 	635.56 	635.88 	628.23 	618.94 	600.26 	595.93 	592.69 	575.09 b	570.86 	561.89 	552.81 	547.01 	538.08 	530.11 	520.69 	500.48 	487.32 
A,P_HTHAB,FRB0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	635.32 	626.12 	626.40 	623.62 b	623.85 	627.29 	626.41 	614.75 	606.06 	595.88 	593.73 	588.43 	576.21 
A,P_HTHAB,FRC1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	723.92 	710.75 	712.89 	712.34 b	706.14 	705.37 	701.47 	692.72 	687.11 	689.87 	674.63 	658.28 	646.94 
A,P_HTHAB,FRC2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	652.87 	649.52 	642.22 	621.87 b	614.05 	602.76 	592.05 	583.05 	566.03 	564.42 	552.59 	542.49 	516.59 
A,P_HTHAB,FRD1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	672.70 	658.54 	659.42 	638.99 b	639.44 	628.51 	617.77 	613.80 	609.68 	604.83 	595.27 	599.76 	584.67 
A,P_HTHAB,FRD2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	566.93 	560.44 	574.91 	560.08 b	565.08 	568.17 	568.32 	565.24 	564.76 	557.75 	559.36 	547.69 	543.11 
A,P_HTHAB,FRE1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	622.46 	619.49 	627.41 	622.97 b	613.89 	609.40 	603.55 	597.03 	592.52 	587.73 	572.71 	572.91 	567.20 
A,P_HTHAB,FRE2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	639.94 	638.98 	634.37 	632.68 b	624.93 	611.31 	600.18 	593.23 	579.99 	573.75 	572.88 	568.92 	563.89 
A,P_HTHAB,FRF1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	658.04 	651.69 	640.33 	637.51 b	631.04 	624.70 	610.43 	593.38 	587.60 	585.66 	565.80 	554.21 	538.13 
A,P_HTHAB,FRF2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	625.57 	615.40 	613.16 	594.85 b	615.56 	607.22 	598.49 	584.72 	576.19 	563.83 	560.52 	563.24 	562.09 
A,P_HTHAB,FRF3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	693.21 	682.70 	669.65 	667.38 b	657.87 	650.39 	639.62 	633.95 	624.95 	612.88 	599.59 	586.86 	577.31 
A,P_HTHAB,FRG0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	564.60 	560.98 	561.79 	556.36 b	546.85 	537.25 	529.16 	515.45 	506.60 	498.71 	487.35 	480.29 	470.69 
A,P_HTHAB,FRH0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	671.52 	666.66 	653.78 	648.33 b	639.96 	632.08 	621.24 	612.35 	599.17 	588.23 	584.63 	573.75 	560.73 
A,P_HTHAB,FRI1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.38 	674.17 	668.07 	669.89 b	653.84 	647.79 	637.82 	627.94 	611.80 	604.87 	594.72 	580.68 	570.93 
A,P_HTHAB,FRI2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	835.41 	828.00 	837.05 	835.71 b	834.87 	821.96 	819.97 	806.24 	797.76 	791.29 	780.07 	776.13 	770.84 
A,P_HTHAB,FRI3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	591.81 	587.46 	590.80 	584.59 b	590.18 	577.75 	568.15 	558.12 	546.67 	535.69 	531.05 	521.57 	511.78 
A,P_HTHAB,FRJ1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	707.29 	694.93 	691.01 	687.17 b	677.99 	673.95 	674.38 	666.97 	655.93 	649.87 	645.45 	641.25 	630.27 
A,P_HTHAB,FRJ2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	660.26 	658.52 	657.20 	646.75 b	644.38 	639.26 	630.59 	625.86 	616.41 	608.09 	599.82 	586.96 	575.72 
A,P_HTHAB,FRK1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	769.91 	755.70 	740.99 	744.92 b	739.89 	738.44 	737.59 	726.90 	724.88 	717.59 	704.45 	695.56 	678.28 
A,P_HTHAB,FRK2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	632.65 	626.72 	624.99 	616.28 b	605.12 	597.41 	590.82 	579.74 	569.45 	564.14 	553.19 	540.14 	524.15 
A,P_HTHAB,FRL0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	718.74 	715.76 	713.40 	733.85 b	721.36 	714.66 	704.60 	699.70 	700.20 	685.85 	669.30 	661.85 	644.59 
A,P_HTHAB,FRM0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	723.72 	693.78 	660.84 	621.64 b	592.18 	599.02 	609.26 	611.74 	603.83 	599.88 	587.59 	582.36 	576.02 
A,P_HTHAB,FRY1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	569.32 	569.53 b	564.58 	575.54 	580.99 	496.18 	555.33 	579.51 	554.89 	558.14 	543.59 
A,P_HTHAB,FRY2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	638.81 	598.22 	586.11 	589.76 b	577.94 	586.25 	551.08 	540.62 	532.12 	518.10 	513.87 	532.27 	511.00 
A,P_HTHAB,FRY3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	358.66 	347.03 	375.39 	372.64 b	361.97 	357.51 	344.58 	347.27 	349.58 	352.50 	352.25 	349.01 	360.35 
A,P_HTHAB,FRY4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	349.39 	351.39 	369.55 	370.95 b	381.22 	391.63 	403.85 	398.69 	396.23 	399.24 	396.48 	408.00 	411.80 
A,P_HTHAB,FRY5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	144.38 b	141.70 	153.01 	147.42 	142.03 	136.81 	136.18 	131.52 	127.13 	154.95 
A,P_HTHAB,FX	: 	: 	: 	: 	856.70 	842.00 	828.12 	805.12 	790.54 	779.07 	762.46 	746.52 	729.64 	718.16 	712.76 	697.04 	672.01 	648.44 	641.19 	638.64 	634.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,P_HTHAB,HR	630.63 	606.83 	594.43 	609.91 	605.79 	602.08 	598.44 	613.09 	618.96 	585.00 	578.95 	569.81 	561.73 	561.95 	564.65 	563.27 	552.82 b	577.96 	595.08 	588.63 	586.04 	593.73 	563.26 	558.28 	565.37 	575.22 	583.13 	585.78 	578.03 	583.78 
A,P_HTHAB,HR02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	514.90 	522.61 	532.50 	551.15 	560.65 
A,P_HTHAB,HR03	: 	: 	: 	: 	: 	: 	: 	588.62 	580.75 	539.01 	544.57 	535.37 	517.41 	524.95 	518.27 	520.83 	486.83 b	495.58 	530.32 	535.07 	533.10 	541.43 	520.22 	504.16 	500.13 	535.54 	545.58 	548.64 	542.00 	546.37 
A,P_HTHAB,HR05	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	811.61 	816.82 	835.09 	787.51 	796.77 
A,P_HTHAB,HR06	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	490.77 	498.36 	474.20 	468.13 	467.00 
A,P_HTHAB,HU	: 	: 	: 	: 	: 	: 	: 	815.51 	791.80 	791.05 	789.53 	788.77 	791.45 	797.72 	718.59 b	710.51 	714.38 	718.18 	719.65 	700.07 	703.73 	698.43 	699.41 	700.15 	701.90 	695.07 b	690.75 	675.74 	678.56 	665.32 
A,P_HTHAB,HU11	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1089.30 	1095.81 	1071.32 	1062.76 	1046.92 	1039.57 	1036.02 	1032.77 	1007.82 b	1004.37 	1002.35 	992.34 	991.46 
A,P_HTHAB,HU12	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	316.51 	308.87 	305.66 	304.73 	303.74 	299.92 	297.35 	294.51 	268.27 b	260.72 	236.22 	220.13 	215.76 
A,P_HTHAB,HU21	: 	: 	: 	: 	: 	: 	: 	718.91 	690.66 	687.65 	683.45 	699.50 	709.86 	723.96 	681.28 b	678.54 	680.18 	687.90 	687.59 	657.76 	675.31 	661.35 	667.57 	675.74 	685.15 	683.13 b	678.62 	634.61 	645.50 	629.11 
A,P_HTHAB,HU22	: 	: 	: 	: 	: 	: 	: 	834.37 	786.82 	785.04 	782.26 	786.11 	786.01 	779.99 	710.26 b	709.47 	708.42 	708.06 	712.55 	715.65 	721.19 	721.28 	724.54 	720.12 	719.25 	714.40 b	707.90 	713.76 	711.24 	696.45 
A,P_HTHAB,HU23	: 	: 	: 	: 	: 	: 	: 	775.72 	732.85 	729.75 	750.63 	743.77 	741.31 	759.91 	715.02 b	726.89 	728.26 	740.35 	751.47 	734.33 	739.58 	740.05 	742.54 	719.18 	723.16 	721.91 b	723.31 	729.69 	740.00 	715.16 
A,P_HTHAB,HU31	: 	: 	: 	: 	: 	: 	: 	734.44 	714.95 	732.09 	739.28 	743.19 	750.06 	762.06 	708.97 b	701.40 	719.87 	729.75 	734.95 	708.45 	716.55 	713.33 	717.52 	729.28 	733.00 	740.63 b	741.49 	703.86 	736.21 	708.70 
A,P_HTHAB,HU32	: 	: 	: 	: 	: 	: 	: 	719.54 	739.85 	717.32 	721.60 	709.20 	715.84 	724.22 	667.32 b	660.45 	679.82 	683.16 	675.81 	633.15 	636.96 	626.47 	629.81 	642.45 	649.41 	652.89 b	645.21 	628.05 	641.93 	626.07 
A,P_HTHAB,HU33	: 	: 	: 	: 	: 	: 	: 	732.09 	711.95 	713.29 	713.24 	713.77 	710.82 	712.99 	627.11 b	633.53 	640.08 	647.43 	651.73 	642.11 	646.31 	652.02 	656.12 	660.87 	665.68 	674.33 b	675.23 	676.97 	681.26 	680.35 
A,P_HTHAB,IE	723.33 	706.14 	697.40 	676.89 	655.71 	639.29 	624.46 	613.22 	586.05 	578.14 	567.19 	564.12 	545.95 	525.77 	509.69 	485.33 	282.51 b	272.67 	262.18 	254.20 	256.00 	257.40 	292.01 b	295.94 	297.02 	297.39 	288.04 	289.09 	289.42 	290.55 
A,P_HTHAB,IE04	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	283.25 	278.11 	275.21 
A,P_HTHAB,IE05	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	255.88 	257.81 	257.22 
A,P_HTHAB,IE06	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	313.45 	314.66 	318.37 
A,P_HTHAB,IT	669.38 	656.91 	626.70 	654.85 	588.17 	555.03 	492.72 	470.75 	461.37 	444.12 	417.99 	402.03 	404.31 	399.30 	390.64 	379.10 	369.34 	364.35 	351.73 	342.16 	331.17 	321.09 	319.55 	317.21 	318.07 	315.46 	316.28 	318.56 	312.39 	308.76 
A,P_HTHAB,ITC1	: 	: 	: 	: 	: 	: 	532.08 	499.33 	488.86 	443.39 	436.05 	421.18 	412.25 	404.51 	400.79 	391.76 	396.04 	393.47 	382.67 	371.31 	366.82 	356.09 	356.13 	357.15 	348.16 	349.48 	346.77 	357.13 	350.22 	351.52 
A,P_HTHAB,ITC2	: 	: 	: 	: 	: 	: 	384.48 	375.42 	383.03 	362.08 	351.35 	344.40 	336.98 	343.49 	331.73 	317.56 	380.15 	378.78 	380.45 	381.98 	397.76 	366.70 	361.46 	359.54 	360.35 	353.38 	359.01 	418.27 	375.84 	317.25 
A,P_HTHAB,ITC3	: 	: 	: 	: 	: 	: 	536.16 	531.71 	514.87 	505.81 	365.76 	367.47 	453.43 	414.66 	408.53 	380.75 	385.57 	379.80 	336.98 	365.40 	342.72 	341.02 	349.81 	334.85 	335.72 	338.90 	351.56 	336.74 	331.93 	332.80 
A,P_HTHAB,ITC4	: 	: 	: 	: 	: 	: 	513.86 	499.89 	481.52 	453.71 	431.32 	420.70 	418.69 	417.10 	407.91 	401.24 	401.61 	396.59 	390.19 	378.63 	365.61 	361.26 	358.50 	355.76 	352.95 	346.74 	350.53 	363.66 	328.52 	329.45 
A,P_HTHAB,ITF1	: 	: 	: 	: 	: 	: 	523.03 	431.89 	415.49 	461.08 	408.49 	355.91 	427.01 	444.95 	427.26 	376.34 	355.57 	357.93 	332.02 	320.06 	327.23 	314.91 	307.51 	312.60 	303.63 	305.37 	293.07 	305.71 	318.74 	316.02 
A,P_HTHAB,ITF2	: 	: 	: 	: 	: 	: 	498.18 	457.90 	465.70 	477.54 	504.39 	502.47 	526.20 	521.16 	516.65 	470.21 	458.82 	438.50 	396.82 	379.26 	402.19 	328.31 	361.38 	354.07 	332.50 	293.33 	300.18 	311.02 	315.12 	309.89 
A,P_HTHAB,ITF3	: 	: 	: 	: 	: 	: 	375.82 	356.21 	358.24 	347.76 	304.68 	310.93 	325.07 	328.45 	323.86 	313.60 	304.93 	299.16 	285.70 	273.99 	273.08 	260.87 	262.06 	258.39 	257.30 	257.83 	252.21 	257.26 	250.41 	249.73 
A,P_HTHAB,ITF4	: 	: 	: 	: 	: 	: 	472.13 	441.29 	426.09 	402.31 	397.55 	369.05 	380.61 	378.57 	371.79 	359.68 	354.06 	353.26 	329.87 	306.39 	296.52 	278.13 	284.55 	282.37 	283.23 	282.59 	283.30 	278.46 	289.10 	287.95 
A,P_HTHAB,ITF5	: 	: 	: 	: 	: 	: 	408.38 	409.89 	409.02 	403.96 	319.71 	321.37 	316.21 	343.09 	329.92 	314.44 	313.90 	319.00 	321.37 	317.74 	302.62 	297.66 	299.05 	299.63 	295.56 	282.67 	288.35 	292.79 	319.80 	323.52 
A,P_HTHAB,ITF6	: 	: 	: 	: 	: 	: 	446.22 	449.93 	505.17 	417.36 	503.22 	426.95 	391.90 	393.92 	383.49 	342.12 	328.01 	321.90 	307.60 	274.47 	244.70 	217.43 	210.28 	222.68 	249.94 	248.04 	248.18 	199.75 	220.13 	256.51 
A,P_HTHAB,ITG1	: 	: 	: 	: 	: 	: 	400.95 	384.12 	383.56 	392.66 	376.54 	352.68 	345.63 	332.59 	327.86 	312.91 	295.15 	302.61 	292.30 	287.13 	281.65 	273.90 	271.88 	268.94 	271.97 	276.95 	281.95 	288.43 	291.51 	279.14 
A,P_HTHAB,ITG2	: 	: 	: 	: 	: 	: 	494.88 	507.37 	461.85 	462.92 	445.72 	437.79 	436.71 	437.41 	400.99 	398.13 	396.84 	373.37 	374.38 	344.39 	333.33 	309.45 	314.02 	311.72 	301.21 	310.85 	301.25 	303.03 	304.46 	302.13 
A,P_HTHAB,ITH1	: 	: 	: 	: 	: 	: 	616.50 	579.35 	547.66 	522.64 	506.40 	478.68 	452.66 	446.02 	426.56 	427.79 	415.76 	407.55 	395.02 	392.77 	386.41 	379.41 	369.25 	380.04 	368.44 	388.63 	349.97 	338.16 	341.16 	326.78 
A,P_HTHAB,ITH2	: 	: 	: 	: 	: 	: 	449.30 	497.24 	528.44 	435.64 	373.89 	360.95 	462.90 	452.64 	447.32 	435.55 	426.25 	420.44 	409.41 	405.62 	365.29 	356.17 	356.63 	347.32 	365.32 	347.54 	347.06 	358.22 	368.01 	360.90 
A,P_HTHAB,ITH3	: 	: 	: 	: 	: 	: 	508.02 	482.81 	464.17 	446.61 	420.08 	398.17 	385.94 	386.28 	379.34 	367.69 	363.33 	358.72 	353.01 	344.95 	339.27 	338.37 	341.61 	328.99 	329.76 	324.16 	328.97 	324.12 	307.75 	303.59 
A,P_HTHAB,ITH4	: 	: 	: 	: 	: 	: 	560.57 	512.82 	499.10 	476.82 	436.02 	389.04 	369.47 	362.84 	358.44 	346.59 	356.70 	362.76 	363.07 	365.79 	358.51 	357.01 	348.64 	332.09 	325.30 	333.56 	326.82 	332.93 	327.94 	311.94 
A,P_HTHAB,ITH5	: 	: 	: 	: 	: 	: 	: 	481.38 	483.18 	475.66 	466.84 	441.60 	449.14 	434.90 	433.22 	421.00 	412.92 	409.79 	421.19 	405.40 	398.60 	385.35 	366.71 	370.40 	377.71 	369.99 	371.56 	364.93 	362.56 	350.24 
A,P_HTHAB,ITI1	: 	: 	: 	: 	: 	: 	466.52 	456.71 	441.42 	449.44 	390.71 	386.13 	384.24 	367.80 	358.67 	347.52 	331.40 	329.91 	322.43 	322.55 	299.89 	287.91 	294.22 	290.40 	282.13 	285.60 	285.45 	282.61 	288.82 	281.99 
A,P_HTHAB,ITI2	: 	: 	: 	: 	: 	: 	425.66 	397.44 	378.96 	367.90 	334.08 	333.40 	313.40 	304.67 	315.37 	303.99 	304.19 	300.08 	303.41 	303.48 	313.41 	306.56 	304.38 	304.25 	299.51 	305.96 	302.88 	293.27 	292.18 	300.60 
A,P_HTHAB,ITI3	: 	: 	: 	: 	: 	: 	: 	492.33 	475.62 	462.78 	381.97 	410.15 	406.49 	380.03 	376.61 	376.90 	372.69 	370.71 	357.03 	345.32 	332.31 	322.82 	319.47 	305.79 	308.36 	299.86 	301.75 	285.76 	273.87 	282.62 
A,P_HTHAB,ITI4	: 	: 	: 	: 	: 	: 	643.64 	601.88 	587.30 	566.06 	539.22 	523.78 	518.43 	518.96 	495.92 	495.64 	443.94 	419.46 	374.66 	373.58 	345.84 	336.45 	330.76 	334.65 	349.36 	334.33 	338.37 	352.91 	356.09 	337.41 
A,P_HTHAB,LT	1183.51 	1117.35 	1094.02 	1059.83 	959.91 	906.79 	895.29 	883.32 	833.32 	810.09 	785.40 	756.60 	728.36 	716.35 	719.00 	717.83 	718.29 	716.43 	743.40 	744.57 	731.25 	726.38 	696.61 	669.16 	655.78 	643.40 	634.65 	601.17 	605.43 	568.05 
A,P_HTHAB,LT01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	835.23 	852.34 	841.69 	813.44 	797.95 	766.44 	733.16 	718.77 	703.88 	682.02 	619.94 	629.27 	615.36 
A,P_HTHAB,LT02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	687.71 	703.70 	708.68 	700.45 	699.21 	669.78 	644.17 	630.71 	618.88 	615.13 	593.31 	595.49 	548.32 
A,P_HTHAB,NL	557.16 	537.56 b	526.79 b	520.96 	518.65 	510.56 	503.98 	482.62 e	465.06 e	457.08 e	449.28 b	449.55 	443.88 	439.62 b	429.16 	424.96 	421.11 	411.97 	397.46 	377.86 	369.25 	354.55 	348.98 b	341.10 	327.68 	318.43 	302.10 	291.13 	295.23 b	244.93 b
A,P_HTHAB,NL11	: 	: 	: 	: 	: 	: 	488.23 	464.07 e	478.47 e	475.74 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,P_HTHAB,NL12	: 	: 	: 	: 	: 	: 	443.39 	444.61 e	385.25 e	384.02 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,P_HTHAB,NL13	: 	: 	: 	: 	: 	: 	698.37 	648.09 e	648.27 e	631.22 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,P_HTHAB,NL21	: 	: 	: 	: 	: 	: 	474.28 	463.98 e	458.65 e	446.53 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,P_HTHAB,NL22	: 	: 	: 	: 	: 	: 	503.87 	475.42 e	466.07 e	455.79 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,P_HTHAB,NL23	: 	: 	: 	: 	: 	: 	175.60 	170.24 e	167.00 e	161.52 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,P_HTHAB,NL32	: 	: 	: 	: 	: 	: 	522.84 	497.14 e	488.41 e	482.80 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,P_HTHAB,NL34	: 	: 	: 	: 	: 	: 	392.08 	377.62 e	369.60 e	373.22 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,P_HTHAB,NL41	: 	: 	: 	: 	: 	: 	482.30 	464.16 e	437.66 e	433.70 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,P_HTHAB,NL42	: 	: 	: 	: 	: 	: 	507.36 	493.90 e	484.69 e	479.61 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,P_HTHAB,NO	418.21 	409.37 	406.25 	399.60 	394.76 	392.26 	388.87 	379.70 	381.66 	499.37 b	498.90 	524.53 	516.10 	502.65 	486.41 	463.51 	452.29 	430.41 	419.50 	397.26 	385.86 	384.49 	375.85 b	368.46 	360.11 	352.36 	348.16 	340.16 	339.98 	334.83 
A,P_HTHAB,NO02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	514.74 	510.59 	470.93 	455.51 	446.28 	456.79 	509.24 b	499.55 	495.79 	492.90 	457.22 	449.93 	431.08 	427.99 
A,P_HTHAB,NO06	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	471.21 	447.95 	448.49 	432.68 	409.38 	393.67 	379.54 b	374.76 	366.13 	362.52 	362.39 	359.30 	349.11 	332.14 
A,P_HTHAB,NO07	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	528.07 	507.14 	489.24 	487.24 	462.32 	456.81 	448.63 b	438.77 	438.26 	429.02 	429.46 	422.10 	428.64 	417.62 
A,P_HTHAB,NO08	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	334.82 	344.17 	339.67 
