freq,unit,geo\TIME_PERIOD	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,HAB_P,PL61	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	122.86 	122.13 	122.91 	124.55 	124.79 	123.30 b	123.76 	123.62 	123.90 	122.29 b	118.24 	117.04 	116.63 	113.76 	111.70 	111.74 	115.72 b	113.39 	108.74 	108.23 
A,HAB_P,PL62	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	176.64 	169.89 	172.00 	172.93 	173.23 	169.77 b	167.11 	173.71 	178.13 	178.27 b	179.59 	180.28 	180.26 	177.74 	174.30 	180.73 	179.66 b	172.38 	164.92 	168.16 
A,HAB_P,PL63	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	181.48 	187.61 	191.10 	195.17 	197.69 	192.33 b	184.13 	188.76 	192.00 	187.96 b	186.68 	176.20 	173.96 	175.60 	173.95 	181.36 	192.26 b	188.44 	197.10 	200.00 
A,HAB_P,PL71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	173.94 	174.97 	173.94 	175.74 	177.22 	182.44 	189.63 b	187.02 	181.51 	186.75 
A,HAB_P,PL72	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	127.80 	124.09 	120.42 	119.51 	119.94 	124.65 	131.07 b	127.31 	121.49 	122.05 
A,HAB_P,PL81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	152.72 	153.63 	153.32 	153.33 	152.16 	151.90 	168.01 b	153.75 	151.40 	153.51 
A,HAB_P,PL82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	141.12 	141.14 	138.87 	138.25 	139.92 	142.04 	148.00 b	146.61 	140.05 	144.09 
A,HAB_P,PL84	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	162.39 	161.05 	159.67 	161.48 	158.47 	159.03 	178.91 b	167.11 	155.98 	161.17 
A,HAB_P,PL91	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	163.77 	172.29 b	175.32 	171.46 	181.92 
A,HAB_P,PL92	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	221.77 	243.85 b	242.29 	231.15 	239.46 
A,HAB_P,PT	252.85 	254.76 	255.18 	250.98 	254.51 	259.32 	267.05 b	269.62 	274.08 	280.38 	279.21 	278.62 	281.05 	287.45 	291.08 	294.90 	296.57 	296.61 	296.55 	293.59 	294.75 	301.29 	296.88 	294.70 	294.69 	290.43 	285.00 	285.88 	284.47 	287.49 p
A,HAB_P,PT11	: 	: 	: 	: 	: 	: 	317.99 b	318.75 	325.28 	343.99 	332.62 	330.96 	331.47 	332.97 	342.81 	354.46 	349.27 	341.31 	340.04 	337.22 	335.49 	333.39 	335.57 	324.18 	318.85 	311.77 	299.08 	292.60 	293.86 	290.28 p
A,HAB_P,PT15	: 	: 	: 	: 	: 	: 	487.72 b	445.84 	441.16 	449.43 	475.49 	476.60 	495.92 	443.46 	449.66 	488.08 	491.08 	485.98 	448.72 	400.78 	378.95 	392.11 	400.09 	399.73 	390.55 	352.24 	365.53 	376.45 	370.05 	406.64 p
A,HAB_P,PT20	: 	: 	: 	: 	: 	: 	172.09 b	167.64 	169.09 	169.52 	167.31 	167.72 	163.86 	165.25 	165.45 	163.80 	163.43 	163.14 	164.32 	163.07 	164.01 	165.48 	163.39 	161.53 	165.25 	164.43 	163.63 	161.13 	148.75 	153.39 p
A,HAB_P,PT30	: 	: 	: 	: 	: 	: 	146.19 b	145.02 	147.00 	146.24 	148.40 	150.51 	153.90 	155.04 	156.29 	157.60 	162.05 	162.22 	147.26 	141.75 	140.44 	142.70 	138.54 	141.01 	141.38 	137.68 	130.24 	132.13 	116.76 	120.22 p
A,HAB_P,RO	127.11 	129.96 	130.89 	132.31 	135.53 	136.80 	132.02 b	129.99 	127.65 	130.05 	147.14 	146.83 	145.50 	145.63 	148.22 	145.32 	143.23 	150.27 	153.83 	151.61 	149.85 	149.00 	147.25 	146.20 	145.10 	143.52 	141.69 	140.43 	138.78 	137.42 
A,HAB_P,RO11	: 	: 	: 	: 	: 	: 	120.67 b	118.43 	115.89 	117.68 	136.84 	135.02 	133.45 	134.55 	135.15 	137.53 	137.01 	148.96 	146.75 	143.24 	142.24 	143.23 	141.10 	140.35 	139.25 	137.58 	136.54 	135.22 	134.33 	133.02 
A,HAB_P,RO12	: 	: 	: 	: 	: 	: 	121.73 b	119.37 	117.27 	121.98 	137.70 	135.96 	135.75 	136.41 	139.55 	141.80 	139.75 	153.97 	151.91 	145.09 	141.50 	141.12 	141.34 	140.17 	139.60 	139.10 	137.35 	134.96 	133.64 	133.31 
A,HAB_P,RO21	: 	: 	: 	: 	: 	: 	139.41 b	142.69 	140.25 	146.00 	167.76 	171.09 	169.91 	169.37 	171.96 	168.03 	167.11 	176.28 	173.13 	158.77 	157.88 	156.38 	155.03 	155.01 	154.22 	152.07 	150.47 	151.67 	152.55 	151.36 
A,HAB_P,RO22	: 	: 	: 	: 	: 	: 	161.80 b	155.94 	154.59 	156.13 	172.83 	172.87 	172.68 	173.44 	177.93 	177.92 	177.97 	191.53 	186.54 	175.68 	173.69 	171.25 	169.68 	167.91 	166.19 	162.10 	160.56 	158.32 	157.51 	158.34 
A,HAB_P,RO31	: 	: 	: 	: 	: 	: 	161.73 b	161.62 	157.53 	162.52 	191.97 	192.44 	190.88 	190.44 	201.38 	201.27 	195.67 	207.50 	216.99 	210.72 	207.55 	205.24 	205.58 	203.17 	201.39 	197.44 	193.65 	190.00 	186.99 	185.55 
A,HAB_P,RO32	: 	: 	: 	: 	: 	: 	106.59 b	96.80 	94.07 	89.83 	95.19 	95.93 	95.81 	98.30 	103.02 	100.62 	101.39 	101.12 	103.35 	101.84 	100.18 	100.44 	97.73 	97.77 	98.23 	98.79 	97.48 	97.39 	95.44 	93.76 
A,HAB_P,RO41	: 	: 	: 	: 	: 	: 	144.32 b	143.00 	141.90 	146.65 	168.89 	170.72 	169.71 	168.77 	177.08 	175.51 	173.56 	175.48 	174.07 	166.43 	164.18 	160.92 	159.19 	155.77 	153.99 	150.97 	148.27 	145.94 	142.02 	139.71 
A,HAB_P,RO42	: 	: 	: 	: 	: 	: 	103.45 b	107.27 	105.50 	112.37 	132.52 	131.36 	130.96 	131.24 	136.69 	136.03 	134.78 	141.58 	141.72 	137.94 	139.10 	138.90 	136.83 	136.37 	133.70 	133.88 	133.21 	132.30 	128.73 	125.22 
A,HAB_P,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	180.39 d	187.05 d	187.36 d	186.75 d	185.22 d	184.19 d	183.79 d	181.85 d	181.00 d	179.20 d	178.88 d	178.30 d	177.23 d	175.76 d	175.39 d	173.44 d	171.23 d
A,HAB_P,RS11	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	160.49 d	160.62 d	159.71 d	160.00 d	159.95 d	159.44 d	158.64 d
A,HAB_P,RS12	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	174.16 d	173.72 d	175.20 d	172.48 d	172.69 d	173.28 d	168.32 d
A,HAB_P,RS21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	209.46 d	209.02 d	207.75 d	207.06 d	204.28 d	201.12 d	198.57 d
A,HAB_P,RS22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	172.28 d	172.59 d	168.73 d	166.12 d	166.88 d	161.53 d	161.21 d
A,HAB_P,SE	164.53 	192.83 	208.38 	231.81 	253.58 	266.32 	270.43 	279.30 	305.47 b	319.60 	327.76 	332.01 	341.02 	346.28 	349.22 	356.49 	361.91 	366.82 	370.31 	376.41 b	385.65 	394.03 	409.93 	427.55 	452.10 	468.76 	483.03 	488.74 	499.44 	526.50 
A,HAB_P,SE11	: 	: 	: 	: 	: 	: 	: 	352.37 	370.81 b	363.63 	367.10 	348.36 	379.09 	401.61 	406.43 	419.15 	423.24 	418.74 	416.16 	410.56 b	412.58 	422.23 	428.98 	430.04 	462.72 	483.63 	489.98 	454.74 	477.27 	493.62 
A,HAB_P,SE12	: 	: 	: 	: 	: 	: 	: 	305.20 	289.67 b	306.20 	314.93 	324.92 	327.14 	327.58 	328.01 	339.22 	340.26 	344.97 	356.35 	363.11 b	377.90 	388.03 	410.29 	427.47 	454.91 	466.62 	475.30 	479.72 	487.62 	523.06 
A,HAB_P,SE21	: 	: 	: 	: 	: 	: 	: 	255.61 	286.74 b	303.63 	311.37 	320.29 	329.04 	333.26 	338.44 	346.48 	353.88 	351.47 	351.18 	352.39 b	357.88 	358.38 	371.20 	397.24 	435.77 	445.63 	455.99 	472.09 	477.20 	491.07 
A,HAB_P,SE22	: 	: 	: 	: 	: 	: 	: 	277.33 	302.64 b	305.22 	317.78 	321.35 	326.32 	327.67 	336.49 	348.59 	353.83 	355.07 	360.98 	373.74 b	394.74 	407.59 	428.58 	441.39 	450.86 	476.79 	495.91 	549.41 	522.10 	532.75 
A,HAB_P,SE23	: 	: 	: 	: 	: 	: 	: 	277.88 	294.66 b	328.14 	338.99 	342.13 	341.70 	342.89 	343.95 	346.26 	354.30 	370.53 	370.76 	392.00 b	395.38 	395.08 	413.28 	447.46 	474.69 	484.50 	511.89 	529.12 	541.57 	596.09 
A,HAB_P,SE31	: 	: 	: 	: 	: 	: 	: 	222.13 	321.77 b	352.53 	354.94 	380.91 	378.90 	384.41 	378.41 	379.00 	388.12 	388.15 	393.58 	385.00 b	394.56 	407.87 	420.80 	439.79 	452.80 	482.63 	489.73 	493.20 	518.05 	546.50 
A,HAB_P,SE32	: 	: 	: 	: 	: 	: 	: 	249.33 	289.85 b	293.67 	295.95 	301.94 	312.45 	317.26 	320.39 	318.42 	327.42 	353.26 	353.00 	351.92 b	354.12 	368.90 	374.84 	408.08 	413.10 	424.45 	439.19 	454.15 	491.99 	516.13 
A,HAB_P,SE33	: 	: 	: 	: 	: 	: 	: 	216.14 	242.04 b	248.51 	258.04 	275.51 	290.60 	290.11 	292.26 	292.37 	293.54 	295.71 	299.91 	304.51 b	317.45 	332.43 	355.20 	364.94 	386.39 	395.86 	416.33 	434.29 	448.43 	480.82 
A,HAB_P,SI	172.59 	173.10 	174.38 	176.36 	176.80 	178.57 	180.95 	185.10 	193.67 	196.56 	201.69 	208.37 	206.96 	209.77 	213.55 	210.86 	217.24 	218.70 	216.25 	220.04 	219.68 	220.39 	221.53 	222.86 	222.34 	225.84 	225.62 	233.76 	235.33 	242.66 
A,HAB_P,SI03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	279.87 	272.19 	271.90 	266.85 	266.02 	267.53 	268.09 	266.48 	269.85 	266.06 	283.21 	288.13 	290.47 
A,HAB_P,SI04	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	174.88 	174.85 	180.60 	182.92 	184.60 	185.60 	187.40 	187.61 	191.16 	193.13 	196.02 	195.84 	205.48 
A,HAB_P,SK	: 	: 	: 	120.21 	122.77 	124.35 	125.74 	127.29 	130.40 	132.07 	138.00 	144.69 	147.32 	148.49 	147.46 	151.73 	152.81 	154.70 	165.28 	169.18 	172.31 	172.85 	174.00 	172.89 	171.81 	175.56 b	173.58 	176.00 	176.22 	175.71 
A,HAB_P,SK01	: 	: 	: 	: 	: 	: 	88.79 	84.88 	87.74 	88.22 	99.95 	103.53 	106.34 	107.59 	108.78 	110.78 	112.67 	114.99 	123.66 	124.01 	127.92 	131.26 	132.58 	133.67 	134.94 	137.80 b	139.83 	147.04 	149.59 	153.82 
A,HAB_P,SK02	: 	: 	: 	: 	: 	: 	155.81 	159.81 	161.97 	166.19 	170.24 	180.06 	182.86 	183.18 	180.18 	186.89 	189.57 	190.69 	203.81 	212.08 	211.46 	210.91 	210.65 	211.70 	211.39 	221.76 b	212.03 	215.98 	217.09 	215.78 
A,HAB_P,SK03	: 	: 	: 	: 	: 	: 	132.22 	135.89 	139.89 	140.02 	145.21 	151.45 	153.51 	156.18 	155.05 	157.83 	156.79 	160.23 	171.54 	172.59 	171.75 	171.73 	171.40 	172.16 	171.58 	172.53 b	171.30 	170.91 	168.78 	167.20 
A,HAB_P,SK04	: 	: 	: 	: 	: 	: 	113.36 	115.19 	117.90 	119.59 	122.86 	129.13 	131.72 	132.41 	131.59 	136.31 	137.38 	138.52 	147.46 	152.47 	160.18 	160.40 	163.66 	158.85 	156.01 	158.25 b	158.67 	159.82 	160.39 	159.05 
A,HAB_P,TR	: 	450.31 	453.96 	449.63 	441.86 	437.72 	432.27 	487.66 b	463.13 	401.30 b	403.68 	405.49 	400.27 	397.47 	394.15 	387.87 	381.89 	365.27 	381.60 	375.74 	376.91 	373.15 	373.09 	364.04 	355.58 	351.02 	347.70 	331.97 	330.64 	324.12 
A,HAB_P,TR10	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	434.21 	394.22 	389.49 	387.83 	429.30 	426.23 	423.14 	424.91 	425.86 	407.78 	393.02 	382.64 	375.79 	333.98 	333.30 	330.94 
A,HAB_P,TR21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	356.16 	342.49 	346.47 	338.84 	350.66 	349.69 	352.33 	345.00 	348.01 	316.32 	315.63 	323.96 	324.65 	308.40 	303.18 	309.33 
A,HAB_P,TR22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	372.53 	368.10 	359.22 	348.20 	378.80 	377.54 	379.81 	391.12 	389.83 	392.46 	368.88 	350.67 	352.46 	350.49 	347.57 	349.62 
A,HAB_P,TR31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	334.29 	324.52 	331.87 	332.42 	354.00 	349.16 	355.01 	356.89 	361.13 	367.39 	356.62 	358.88 	354.66 	362.75 	357.71 	354.30 
A,HAB_P,TR32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	453.52 	442.08 	459.90 	418.23 	427.43 	419.77 	394.05 	382.68 	375.72 	373.31 	360.19 	364.27 	367.09 	363.37 	354.83 	354.97 
A,HAB_P,TR33	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	359.27 	376.88 	370.10 	371.80 	353.14 	346.70 	347.72 	344.14 	339.23 	329.30 	317.82 	311.89 	309.91 	305.59 	303.86 	303.25 
A,HAB_P,TR41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	351.11 	346.32 	358.34 	334.73 	354.09 	352.19 	358.98 	357.01 	362.43 	366.57 	381.23 	360.59 	346.12 	329.16 	335.76 	340.94 
A,HAB_P,TR42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	474.94 	461.17 	455.84 	437.75 	436.51 	417.19 	415.45 	398.25 	389.91 	405.42 	421.20 	423.57 	418.50 	391.55 	393.72 	396.81 
A,HAB_P,TR51	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	227.04 	230.90 	226.89 	213.08 	261.04 	264.84 	277.58 	273.46 	287.72 	281.77 	293.50 	299.30 	288.29 	284.92 	296.38 	241.39 
A,HAB_P,TR52	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	423.97 	430.08 	409.38 	314.06 	310.46 	308.67 	315.70 	319.70 	339.85 	313.01 	317.38 	300.57 	301.60 	271.76 	269.39 	272.04 
A,HAB_P,TR61	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	365.09 	378.35 	371.80 	360.79 	345.69 	357.30 	363.90 	366.80 	356.43 	356.26 	321.40 	311.53 	312.94 	313.53 	313.75 	321.75 
A,HAB_P,TR62	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	430.88 	433.09 	437.65 	405.02 	401.47 	398.59 	395.97 	390.87 	379.89 	385.56 	340.67 	341.09 	340.68 	331.33 	328.91 	323.90 
A,HAB_P,TR63	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	682.23 	630.29 	625.67 	571.43 	561.42 	529.27 	521.55 	480.56 	449.04 	405.23 	394.62 	386.74 	391.36 	382.25 	375.88 	379.03 
A,HAB_P,TR71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	496.23 	481.39 	452.13 	391.38 	432.86 	423.66 	460.04 	435.04 	413.60 	410.82 	383.96 	385.16 	387.44 	381.51 	341.02 	342.80 
A,HAB_P,TR72	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	386.74 	379.85 	367.28 	344.64 	319.41 	316.83 	317.00 	314.96 	317.53 	308.85 	304.05 	287.89 	290.31 	285.81 	273.79 	277.68 
A,HAB_P,TR81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	330.03 	340.79 	337.22 	354.77 	331.91 	325.28 	324.39 	326.37 	315.30 	313.49 	318.81 	311.34 	309.55 	298.87 	299.00 	292.37 
A,HAB_P,TR82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	349.61 	377.34 	366.97 	384.56 	362.95 	338.70 	370.60 	370.32 	388.98 	374.63 	369.20 	377.46 	376.85 	333.06 	330.91 	326.57 
A,HAB_P,TR83	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	340.51 	352.72 	331.48 	333.87 	335.53 	330.03 	331.05 	317.49 	320.31 	321.51 	305.79 	300.20 	292.05 	280.43 	278.16 	279.01 
A,HAB_P,TR90	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	329.10 	335.35 	313.22 	311.40 	314.13 	300.16 	305.84 	308.35 	315.82 	304.99 	306.10 	305.93 	305.96 	280.42 	288.34 	289.10 
A,HAB_P,TRA1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	252.84 	242.38 	226.63 	227.00 	250.21 	248.40 	243.63 	245.61 	241.54 	262.50 	249.95 	247.37 	248.43 	237.84 	230.71 	234.02 
A,HAB_P,TRA2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	657.99 	644.66 	608.02 	629.37 	649.80 	553.86 	537.53 	537.16 	540.30 	549.67 	530.06 	526.23 	523.15 	501.62 	500.37 	489.77 
A,HAB_P,TRB1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	295.38 	282.26 	296.29 	270.55 	271.28 	277.86 	276.00 	272.11 	263.01 	276.93 	261.45 	256.79 	258.66 	249.72 	241.69 	231.35 
A,HAB_P,TRB2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	530.03 	509.50 	492.16 	488.66 	512.52 	511.84 	475.44 	465.65 	466.66 	430.20 	429.51 	431.70 	418.50 	419.22 	412.69 	405.50 
A,HAB_P,TRC1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	597.58 	562.04 	546.26 	492.28 	507.46 	458.49 	449.35 	437.74 	434.97 	371.45 	364.20 	363.39 	354.92 	348.25 	345.65 	319.85 
A,HAB_P,TRC2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	600.49 	570.84 	572.94 	500.72 	508.84 	472.70 	457.19 	466.94 	459.18 	432.96 	432.17 	430.06 	434.73 	435.61 	429.16 	430.28 
A,HAB_P,TRC3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1014.64 	940.82 	751.88 	760.38 	667.54 	644.38 	635.87 	594.30 	574.12 	539.31 	520.35 	532.08 	538.91 	471.05 	492.42 	493.31 
A,NR,AT	68729.00 	68218.00 	67853.00 	67173.00 	66480.00 	65373.00 	64594.00 	63674.00 	63114.00 	63092.00 	62806.00 	63206.00 	63248.00 	63354.00 	64307.00 	64018.00 	64069.00 	64008.00 	64417.00 	64691.00 	64825.00 	64815.00 	65138.00 	64838.00 	64805.00 	64285.00 	63838.00 	62873.00 	61927.00 	60739.00 
A,NR,AT11	1690.00 	1730.00 	1743.00 	1705.00 	1691.00 	1637.00 	1630.00 	1610.00 	1627.00 	1649.00 	1559.00 	1581.00 	1575.00 	1633.00 	1655.00 	1628.00 	1609.00 	1610.00 	1537.00 	1716.00 	1741.00 	1732.00 	1719.00 	1757.00 	1813.00 	1772.00 	1726.00 	1696.00 	1631.00 	1586.00 
A,NR,AT12	11173.00 	11084.00 	11145.00 	11023.00 	10942.00 	10739.00 	10661.00 	10468.00 	10423.00 	10267.00 	10227.00 	10367.00 	10452.00 	10581.00 	10978.00 	11130.00 	11163.00 	11387.00 	11255.00 	11343.00 	11366.00 	11540.00 	11536.00 	11427.00 	11220.00 	11282.00 	11285.00 	11347.00 	11219.00 	11046.00 
A,NR,AT13	14544.00 	14677.00 	14706.00 	14436.00 	14460.00 	14126.00 	13931.00 	13849.00 	13609.00 	13827.00 	13718.00 	13505.00 	13314.00 	13180.00 	13395.00 	13244.00 	13442.00 	13434.00 	13725.00 	13627.00 	13913.00 	14255.00 	14835.00 	14756.00 	14717.00 	14321.00 	14319.00 	13938.00 	13510.00 	13208.00 
A,NR,AT21	5551.00 	5433.00 	5295.00 	5140.00 	5191.00 	5154.00 	5165.00 	5079.00 	5080.00 	5092.00 	5146.00 	5084.00 	5142.00 	5241.00 	5287.00 	5203.00 	5085.00 	5013.00 	4972.00 	4939.00 	4874.00 	4810.00 	4799.00 	4693.00 	4544.00 	4593.00 	4511.00 	4292.00 	4361.00 	4327.00 
A,NR,AT22	11801.00 	11613.00 	11447.00 	11735.00 	11335.00 	11147.00 	10899.00 	10641.00 	10460.00 	10369.00 	10314.00 	10583.00 	10499.00 	10513.00 	10862.00 	10862.00 	10841.00 	10707.00 	10598.00 	10545.00 	10477.00 	10202.00 	10153.00 	10085.00 	10182.00 	10122.00 	9974.00 	9779.00 	9757.00 	9502.00 
A,NR,AT31	11532.00 	11317.00 	11108.00 	10997.00 	10744.00 	10587.00 	10507.00 	10420.00 	10382.00 	10251.00 	10195.00 	10254.00 	10507.00 	10451.00 	10420.00 	10331.00 	10289.00 	10352.00 	10323.00 	10206.00 	10099.00 	9935.00 	9895.00 	9875.00 	10133.00 	10149.00 	10057.00 	10071.00 	9837.00 	9660.00 
A,NR,AT32	4943.00 	4954.00 	5099.00 	5019.00 	4962.00 	4881.00 	4887.00 	4726.00 	4739.00 	4712.00 	4751.00 	4821.00 	4792.00 	4764.00 	4762.00 	4787.00 	4764.00 	4792.00 	4889.00 	5091.00 	5078.00 	5056.00 	4980.00 	5029.00 	4948.00 	4891.00 	4840.00 	4656.00 	4480.00 	4545.00 
A,NR,AT33	5022.00 	4946.00 	4891.00 	4753.00 	4770.00 	4761.00 	4659.00 	4638.00 	4621.00 	4697.00 	4700.00 	4818.00 	4793.00 	4815.00 	4782.00 	4743.00 	4782.00 	4643.00 	4904.00 	4993.00 	5056.00 	5061.00 	5004.00 	5014.00 	5051.00 	5042.00 	5031.00 	5012.00 	4994.00 	4742.00 
A,NR,AT34	2473.00 	2464.00 	2419.00 	2365.00 	2385.00 	2341.00 	2255.00 	2243.00 	2173.00 	2228.00 	2196.00 	2193.00 	2174.00 	2176.00 	2166.00 	2090.00 	2094.00 	2070.00 	2214.00 	2231.00 	2221.00 	2224.00 	2217.00 	2202.00 	2197.00 	2113.00 	2095.00 	2082.00 	2138.00 	2123.00 
A,NR,BE	74241.00 	72156.00 	71509.00 	70814.00 	70419.00 	69758.00 	69471.00 	68903.00 	68104.00 	67570.00 	67739.00 	67566.00 	67430.00 	67009.00 	66588.00 	66925.00 	66422.00 	66645.00 	66785.00 	66477.00 	66148.00 	65590.00 	65753.00 	65314.00 	64423.00 	64248.00 	63962 bd	63847 d	63634 d	63572 d
A,NR,BE10	9222.00 	9008.00 	8957.00 	8969.00 	8989.00 	8906.00 	8914.00 	8899.00 	8959.00 	8908.00 	8903.00 	8896.00 	8892.00 	8891.00 	8844.00 	8632.00 	8665.00 	8610.00 	8601.00 	8577.00 	8554.00 	8419.00 	8773.00 	8718.00 	8612.00 	8612.00 	8611 bd	8621 d	8619 d	8617 d
A,NR,BE21	11803.00 	11383.00 	11442.00 	11286.00 	11193.00 	11145.00 	11092.00 	11093.00 	10982.00 	10750.00 	10845.00 	10730.00 	10722.00 	10530.00 	10077.00 	10633.00 	10224.00 	10632.00 	10608.00 	10606.00 	10562.00 	10481.00 	10483.00 	10461.00 	10332.00 	10274.00 	10217 bd	10202 d	10166 d	10145 d
A,NR,BE22	4884.00 	4725.00 	4664.00 	4624.00 	4616.00 	4616.00 	4606.00 	4605.00 	4520.00 	4457.00 	4420.00 	4419.00 	4410.00 	4396.00 	4395.00 	4390.00 	4403.00 	4399.00 	4396.00 	4354.00 	4238.00 	4249.00 	4252.00 	4247.00 	4226.00 	4226.00 	4226 bd	4226 d	4212 d	4212 d
A,NR,BE23	9801.00 	9564.00 	9565.00 	9484.00 	9426.00 	9331.00 	9331.00 	9465.00 	9402.00 	9533.00 	9507.00 	9498.00 	9504.00 	9376.00 	9451.00 	9464.00 	9464.00 	9406.00 	9397.00 	9309.00 	9285.00 	9274.00 	9225.00 	9197.00 	9141.00 	9125.00 	9104 bd	9072 d	9027 d	9016 d
A,NR,BE24	5938.00 	5806.00 	5802.00 	5730.00 	5700.00 	5524.00 	5428.00 	5519.00 	5148.00 	5026.00 	5123.00 	5120.00 	5085.00 	5023.00 	5079.00 	5074.00 	5058.00 	5070.00 	5059.00 	4967.00 	4930.00 	4926.00 	4854.00 	4844.00 	4823.00 	4844.00 	4639 bd	4631 d	4599 d	4598 d
A,NR,BE25	9320.00 	9091.00 	9001.00 	8858.00 	8782.00 	8736.00 	8736.00 	8251.00 	8254.00 	8357.00 	8357.00 	8345.00 	8323.00 	8310.00 	8303.00 	8296.00 	8131.00 	8273.00 	8296.00 	8245.00 	8179.00 	8167.00 	8181.00 	8175.00 	8138.00 	8054.00 	7897 bd	7885 d	7852 d	7836 d
A,NR,BE31	1586.00 	1557.00 	1557.00 	1560.00 	1560.00 	1560.00 	1580.00 	1333.00 	1331.00 	1331.00 	1331.00 	1331.00 	1331.00 	1331.00 	1331.00 	1331.00 	1331.00 	1326.00 	1324.00 	1324.00 	1322.00 	1017.00 	1017.00 	1007.00 	948.00 	946.00 	956 bd	950 d	934 d	934 d
A,NR,BE32	10754.00 	10234.00 	9780.00 	9621.00 	9478.00 	9314.00 	9177.00 	8987.00 	8881.00 	8809.00 	8752.00 	8713.00 	8653.00 	8653.00 	8626.00 	8653.00 	8666.00 	8444.00 	8623.00 	8616.00 	8587.00 	8572.00 	8559.00 	8402.00 	8162.00 	8162.00 	8232 bd	8222 d	8195 d	8184 d
