freq,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,RT,ES52	6.1 	6.8 	7.2 	6.3 	5.4 	5.8 	4.7 	4.6 	4.5 	3.9 	3.5 	3.7 	3.8 	3.6 	3.0 	3.4 	3.2 	3.5 	3.6 	3.3 	3.5 	2.8 	2.7 	2.4 	2.8 	2.4 	3.2 	2.6 	2.4 	2.1 	2.5 	2.3 	2.4 
A,RT,ES53	7.3 	6.1 	5.5 	5.3 	4.4 	4.5 	5.8 	2.6 	4.6 	4.3 	4.7 	5.4 	3.9 	3.6 	4.4 	3.7 	3.2 	2.7 	3.9 	3.7 	3.4 	3.6 	3.0 	2.8 	2.5 	2.7 	3.3 	3.0 	2.0 	3.2 	2.2 	2.3 	1.9 
A,RT,ES6	8.7 	8.4 	7.8 	7.7 	6.7 	6.2 	6.5 	5.5 	5.9 	5.6 	5.3 	4.8 	5.2 	4.7 	4.8 	4.5 	4.3 	4.1 	3.8 	3.9 	3.7 	3.7 	3.6 	3.3 	3.4 	3.1 	2.8 	3.2 	3.0 	3.3 	2.9 	3.0 	2.8 
A,RT,ES61	8.9 	8.4 	7.7 	8.0 	6.6 	6.4 	6.2 	5.4 	5.8 	5.2 	5.0 	4.6 	4.9 	4.4 	4.8 	4.4 	4.2 	4.1 	3.8 	3.9 	3.8 	3.8 	3.3 	3.1 	3.4 	2.9 	2.7 	3.1 	3.0 	3.1 	2.9 	3.0 	2.6 
A,RT,ES62	6.8 	9.1 	9.2 	5.9 	7.3 	4.9 	7.8 	6.2 	5.9 	7.3 	6.8 	5.5 	6.2 	6.0 	5.4 	5.0 	4.1 	3.9 	3.4 	3.6 	3.2 	3.3 	4.8 	3.5 	2.9 	2.8 	3.0 	2.9 	2.4 	4.2 	2.8 	2.8 	3.3 
A,RT,ES63	13.1 	8.5 	6.5 	11.5 	8.9 	8.5 	9.3 	4.9 	8.2 	10.8 	10.0 	3.1 	10.8 	5.9 	5.7 	8.5 	12.5 	8.8 	4.3 	6.1 	8.4 	5.1 	5.3 	11.0 	5.0 	8.2 	1.9 	7.7 	3.1 	4.8 	3.6 	4.2 	1.4 
A,RT,ES64	10.8 	4.0 	5.2 	5.3 	6.7 	8.4 	5.9 	6.8 	9.5 	8.7 	5.4 	7.9 	9.5 	10.8 	2.0 	5.9 	5.3 	2.7 	4.8 	6.3 	0.0 	1.4 	4.0 	4.6 	5.5 	11.3 	6.2 	8.9 	6.7 	6.5 	3.1 	4.3 	5.6 
A,RT,ES7	7.8 	6.7 	5.6 	6.8 	5.3 	5.0 	6.5 	6.0 	5.0 	4.9 	6.4 	5.2 	4.2 	4.9 	6.1 	4.5 	4.1 	4.0 	3.9 	3.0 	3.0 	3.7 	2.4 	2.5 	2.7 	2.7 	2.7 	3.0 	4.1 	2.7 	2.6 	2.8 	3.1 
A,RT,ES70	7.8 	6.7 	5.6 	6.8 	5.3 	5.0 	6.5 	6.0 	5.0 	4.9 	6.4 	5.2 	4.2 	4.9 	6.1 	4.5 	4.1 	4.0 	3.9 	3.0 	3.0 	3.7 	2.4 	2.5 	2.7 	2.7 	2.7 	3.0 	4.1 	2.7 	2.6 	2.8 	3.1 
A,RT,EU27_2007	10.3 	9.8 	9.3 	8.7 	8.2 	7.5 	7.2 	6.8 	6.5 b	6.1 	5.9 	5.7 	5.4 	5.2 	5.1 	4.8 	4.6 	4.4 	4.2 	4.2 	4.0 	3.9 	3.8 	3.7 	3.6 	3.6 	3.6 	3.6 	3.5 	: 	: 	: 	: 
A,RT,EU27_2020	10.7 	10.2 	9.7 	9.1 	8.6 	7.7 	7.4 	6.9 	6.6 b	6.2 	6.0 	5.8 	5.5 	5.2 	5.1 	4.8 	4.6 	4.4 	4.2 	4.2 	4.0 	3.8 	3.8 	3.7 	3.6 	3.6 	3.6 	3.5 	3.4 	3.4 	3.3 	: 	3.3 
A,RT,EU28	10.3 	9.8 	9.3 	8.7 	8.3 	7.5 	7.2 	6.8 	6.5 b	6.1 	5.9 	5.8 	5.4 	5.3 	5.1 	4.8 	4.6 	4.4 	4.2 	4.2 	4.0 	3.9 	3.8 	3.7 	3.7 	3.6 	3.6 	3.6 	3.5 	: 	: 	: 	: 
A,RT,FI	5.6 	5.8 	5.2 	4.4 	4.7 	3.9 	4.0 	3.9 	4.2 	3.6 	3.8 	3.2 	3.0 	3.1 	3.3 	3.0 	2.8 	2.7 	2.6 	2.6 	2.3 	2.4 	2.4 	1.8 	2.2 	1.7 	1.9 	2.0 	2.1 	2.1 	1.8 	1.8 	2.0 
A,RT,FI1	5.7 	5.8 	5.2 	4.4 	4.7 	3.9 	4.0 	3.9 	4.2 	3.6 	3.8 	3.2 	3.0 	3.1 	3.3 	3.0 	2.9 	2.8 	2.6 	2.6 	2.3 	2.4 	2.4 	1.8 	2.2 	1.8 	1.9 	2.0 	2.1 	2.1 	1.8 	1.8 	2.1 
A,RT,FI19	6.2 	5.6 	4.9 	5.2 	4.9 	3.1 	4.7 	5.2 	3.9 	3.8 	3.6 	3.0 	3.2 	3.6 	4.0 	3.8 	3.7 	3.0 	3.1 	2.6 	2.1 	2.4 	2.6 	2.2 	2.0 	2.3 	2.1 	2.6 	2.5 	1.9 	1.8 	1.8 	1.9 
A,RT,FI1B	5.8 	6.4 	4.8 	4.8 	3.9 	3.8 	3.1 	3.1 	4.5 	3.9 	4.6 	2.9 	3.4 	2.6 	2.9 	2.4 	2.5 	2.2 	2.3 	2.2 	2.1 	2.6 	2.1 	1.8 	2.0 	1.4 	1.9 	2.0 	1.8 	2.0 	1.8 	1.4 	1.6 
A,RT,FI1C	5.9 	5.5 	5.5 	3.6 	4.4 	4.1 	3.5 	3.5 	3.7 	3.6 	3.4 	3.7 	3.2 	3.1 	3.5 	3.6 	3.2 	2.7 	2.7 	3.0 	2.9 	1.8 	2.8 	1.3 	2.7 	2.2 	2.1 	1.8 	1.8 	1.9 	1.8 	2.9 	2.2 
A,RT,FI1D	4.8 	5.7 	5.6 	3.9 	5.8 	4.6 	4.7 	3.9 	4.5 	3.2 	3.2 	3.6 	2.3 	3.2 	2.9 	2.6 	2.1 	3.1 	2.5 	2.9 	2.2 	2.7 	2.2 	1.7 	2.3 	1.3 	1.5 	1.6 	2.5 	2.5 	1.8 	1.4 	2.8 
A,RT,FI2	0.0 	6.2 	0.0 	3.0 	0.0 	8.9 	3.4 	7.0 	0.0 	3.5 	3.9 	3.5 	3.7 	7.6 	3.6 	0.0 	0.0 	0.0 	3.4 	0.0 	3.5 	0.0 	0.0 	0.0 	0.0 	0.0 	3.4 	0.0 	0.0 	3.7 	0.0 	0.0 	0.0 
A,RT,FI20	0.0 	6.2 	0.0 	3.0 	0.0 	8.9 	3.4 	7.0 	0.0 	3.5 	3.9 	3.5 	3.7 	7.6 	3.6 	0.0 	0.0 	0.0 	3.4 	0.0 	3.5 	0.0 	0.0 	0.0 	0.0 	0.0 	3.4 	0.0 	0.0 	3.7 	0.0 	0.0 	0.0 
A,RT,FR	7.3 	7.2 	6.8 	6.4 	5.8 	4.8 	4.7 	4.7 	4.7 	4.4 	4.5 	4.6 	4.2 	4.1 	4.0 	3.7 	3.8 	3.7 	3.8 	3.8 	3.6 	3.4 	3.5 	3.6 	3.5 	3.7 	3.7 	3.9 	3.8 	3.8 	3.6 	3.7 	4.0 
A,RT,FR1	7.3 	7.6 	7.1 	6.7 	6.1 	4.7 	4.8 	5.2 	4.9 	4.7 	4.7 	4.8 	4.1 	4.3 	4.2 	4.0 	3.9 	3.8 	4.0 	3.6 	3.8 	3.8 	3.5 	4.0 	3.5 	3.9 	4.0 	4.1 	4.1 	4.0 	3.9 	4.1 	4.3 
A,RT,FR10	7.3 	7.6 	7.1 	6.7 	6.1 	4.7 	4.8 	5.2 	4.9 	4.7 	4.7 	4.8 	4.1 	4.3 	4.2 	4.0 	3.9 	3.8 	4.0 	3.6 	3.8 	3.8 	3.5 	4.0 	3.5 	3.9 	4.0 	4.1 	4.1 	4.0 	3.9 	4.1 	4.3 
A,RT,FRB	7.8 	6.7 	6.4 	6.1 	5.7 	5.4 	4.2 	4.6 	4.4 	3.9 	4.8 	4.3 	4.0 	4.0 	2.8 	3.2 	3.4 	2.8 	2.9 	3.2 	3.3 	2.7 	3.5 	3.7 	3.5 	3.6 	3.7 	3.2 	3.4 	4.3 	3.6 	3.4 	4.3 
A,RT,FRB0	7.8 	6.7 	6.4 	6.1 	5.7 	5.4 	4.2 	4.6 	4.4 	3.9 	4.8 	4.3 	4.0 	4.0 	2.8 	3.2 	3.4 	2.8 	2.9 	3.2 	3.3 	2.7 	3.5 	3.7 	3.5 	3.6 	3.7 	3.2 	3.4 	4.3 	3.6 	3.4 	4.3 
A,RT,FRC	7.0 	7.2 	6.6 	6.8 	6.1 	5.7 	4.7 	4.9 	4.4 	4.6 	4.2 	4.8 	3.9 	3.8 	3.4 	3.6 	3.3 	3.2 	3.7 	3.5 	3.6 	3.9 	3.3 	4.1 	3.6 	3.9 	3.8 	4.0 	4.2 	3.8 	3.1 	3.0 	3.8 
A,RT,FRC1	7.0 	7.1 	6.8 	6.9 	5.1 	5.9 	4.5 	4.6 	4.8 	5.2 	3.8 	4.3 	3.9 	3.7 	3.7 	3.5 	3.0 	3.3 	3.2 	3.0 	3.3 	3.7 	3.0 	3.4 	3.8 	3.6 	3.2 	4.0 	3.5 	3.0 	2.7 	2.6 	3.7 
A,RT,FRC2	7.1 	7.3 	6.3 	6.6 	7.4 	5.4 	5.1 	5.3 	3.9 	3.7 	4.7 	5.4 	4.0 	4.0 	3.0 	3.8 	3.6 	3.0 	4.3 	4.1 	3.9 	4.1 	3.7 	4.9 	3.3 	4.4 	4.5 	4.2 	5.1 	4.8 	3.6 	3.5 	3.9 
A,RT,FRD	7.3 	7.2 	7.1 	6.9 	5.2 	4.4 	4.8 	4.4 	5.5 	4.2 	3.5 	3.7 	4.7 	4.4 	4.2 	3.9 	3.8 	3.4 	3.7 	3.7 	3.7 	2.8 	3.5 	2.9 	3.4 	3.3 	3.5 	3.5 	3.3 	3.6 	3.5 	3.2 	4.1 
A,RT,FRD1	7.1 	6.6 	5.8 	5.8 	4.9 	4.1 	4.0 	4.3 	4.2 	3.9 	3.3 	3.9 	4.8 	4.2 	3.7 	3.5 	3.2 	3.3 	3.2 	3.8 	3.6 	2.0 	3.1 	2.3 	3.1 	2.2 	2.8 	2.5 	3.5 	3.0 	3.4 	3.0 	3.8 
A,RT,FRD2	7.5 	7.6 	8.1 	7.8 	5.4 	4.6 	5.4 	4.5 	6.4 	4.5 	3.6 	3.5 	4.7 	4.5 	4.5 	4.1 	4.2 	3.4 	4.1 	3.6 	3.9 	3.3 	3.9 	3.3 	3.6 	4.0 	4.0 	4.1 	3.2 	4.1 	3.6 	3.3 	4.2 
A,RT,FRE	8.3 	7.9 	7.3 	7.2 	7.0 	5.8 	5.7 	5.4 	4.8 	4.8 	5.0 	5.0 	4.6 	4.4 	3.8 	3.6 	3.8 	3.7 	3.9 	3.4 	3.1 	3.5 	3.4 	3.6 	3.4 	3.3 	3.3 	3.7 	4.1 	3.4 	3.3 	3.1 	3.2 
A,RT,FRE1	8.1 	7.6 	7.1 	7.0 	7.0 	6.0 	5.7 	5.1 	4.9 	4.5 	5.0 	4.9 	4.6 	4.8 	4.0 	3.7 	3.8 	3.4 	3.8 	3.2 	3.0 	3.5 	3.3 	3.6 	3.2 	3.1 	3.4 	3.5 	3.9 	3.6 	3.0 	2.8 	2.8 
A,RT,FRE2	8.7 	8.4 	7.7 	7.6 	7.1 	5.4 	5.7 	6.0 	4.7 	5.6 	4.9 	5.3 	4.7 	3.4 	3.4 	3.6 	3.8 	4.3 	4.1 	3.9 	3.4 	3.5 	3.5 	3.6 	3.7 	4.0 	2.9 	4.1 	4.7 	3.1 	4.0 	3.6 	4.1 
A,RT,FRF	7.3 	7.4 	7.4 	6.9 	6.4 	4.6 	4.5 	4.1 	4.3 	4.5 	5.1 	4.9 	4.6 	4.4 	4.7 	4.2 	4.4 	4.5 	4.2 	4.5 	3.5 	3.3 	3.4 	3.7 	3.2 	3.7 	3.6 	3.6 	3.5 	3.5 	3.8 	3.7 	4.4 
A,RT,FRF1	7.0 	5.8 	6.7 	6.5 	6.1 	4.4 	4.4 	3.8 	4.4 	5.1 	5.3 	4.8 	4.9 	4.2 	5.1 	4.1 	4.5 	5.3 	4.2 	5.0 	3.9 	3.6 	3.4 	4.0 	3.7 	3.8 	3.7 	4.2 	4.3 	2.6 	3.7 	3.8 	4.4 
A,RT,FRF2	8.0 	8.5 	8.6 	7.0 	7.2 	4.0 	4.3 	4.3 	4.1 	4.3 	4.4 	4.5 	4.9 	3.5 	4.4 	3.7 	4.4 	3.6 	5.1 	4.9 	3.6 	3.7 	3.4 	3.6 	3.0 	3.5 	3.5 	2.9 	3.6 	4.6 	4.3 	3.7 	3.5 
A,RT,FRF3	7.3 	8.0 	7.2 	7.2 	6.2 	5.0 	4.6 	4.2 	4.3 	4.2 	5.4 	5.2 	4.1 	5.1 	4.7 	4.5 	4.5 	4.4 	3.7 	3.8 	3.3 	2.9 	3.5 	3.5 	2.7 	3.8 	3.6 	3.5 	2.8 	3.7 	3.5 	3.7 	5.1 
A,RT,FRG	6.6 	7.1 	6.1 	6.2 	4.8 	4.1 	4.0 	5.3 	4.1 	4.2 	3.8 	4.5 	4.0 	3.5 	3.7 	3.0 	3.5 	3.3 	2.8 	3.2 	2.9 	2.5 	3.4 	2.5 	2.8 	2.8 	2.8 	2.5 	3.3 	3.0 	2.9 	3.0 	2.9 
A,RT,FRG0	6.6 	7.1 	6.1 	6.2 	4.8 	4.1 	4.0 	5.3 	4.1 	4.2 	3.8 	4.5 	4.0 	3.5 	3.7 	3.0 	3.5 	3.3 	2.8 	3.2 	2.9 	2.5 	3.4 	2.5 	2.8 	2.8 	2.8 	2.5 	3.3 	3.0 	2.9 	3.0 	2.9 
A,RT,FRH	7.1 	7.7 	6.0 	5.6 	5.0 	4.8 	4.7 	4.3 	4.1 	4.3 	3.9 	4.0 	3.7 	3.9 	3.7 	2.7 	2.6 	3.0 	3.2 	3.8 	3.6 	3.5 	3.3 	3.5 	3.1 	3.7 	3.3 	3.8 	3.3 	3.2 	3.4 	3.1 	3.1 
A,RT,FRH0	7.1 	7.7 	6.0 	5.6 	5.0 	4.8 	4.7 	4.3 	4.1 	4.3 	3.9 	4.0 	3.7 	3.9 	3.7 	2.7 	2.6 	3.0 	3.2 	3.8 	3.6 	3.5 	3.3 	3.5 	3.1 	3.7 	3.3 	3.8 	3.3 	3.2 	3.4 	3.1 	3.1 
A,RT,FRI	7.6 	7.2 	7.0 	6.4 	6.1 	5.1 	5.0 	4.3 	4.6 	3.5 	4.2 	4.6 	4.2 	3.8 	4.0 	3.3 	3.4 	3.6 	3.1 	3.7 	3.4 	2.5 	3.2 	3.0 	3.4 	3.2 	3.3 	3.6 	3.3 	3.5 	3.0 	3.2 	3.7 
A,RT,FRI1	8.0 	7.7 	7.0 	6.7 	5.9 	5.2 	4.8 	4.4 	4.7 	3.9 	4.4 	4.6 	4.1 	3.8 	4.0 	3.8 	3.8 	3.7 	3.2 	3.9 	3.6 	2.4 	3.4 	3.0 	3.5 	3.1 	3.0 	3.6 	3.3 	3.5 	3.3 	2.8 	3.7 
A,RT,FRI2	6.6 	5.9 	6.2 	4.8 	6.3 	6.2 	7.8 	4.6 	4.6 	3.2 	4.0 	5.1 	3.8 	3.2 	3.5 	2.5 	2.5 	4.2 	2.4 	2.8 	4.0 	3.1 	3.4 	3.1 	4.2 	4.5 	4.8 	3.8 	3.8 	4.5 	2.9 	4.5 	4.2 
A,RT,FRI3	7.2 	6.9 	7.4 	6.6 	6.2 	4.6 	4.3 	4.2 	4.4 	3.0 	3.8 	4.2 	4.3 	3.9 	4.2 	2.9 	2.9 	2.9 	3.2 	3.7 	2.7 	2.4 	2.7 	2.9 	2.9 	2.9 	3.2 	3.5 	3.3 	3.0 	2.5 	3.5 	3.4 
A,RT,FRJ	7.7 	7.3 	6.6 	6.0 	5.5 	4.8 	5.1 	4.4 	4.4 	4.3 	4.2 	4.0 	3.6 	3.4 	3.7 	3.3 	3.4 	3.3 	3.4 	4.3 	3.7 	3.2 	3.2 	3.1 	3.0 	2.8 	3.0 	3.1 	2.9 	3.2 	3.3 	3.0 	3.0 
A,RT,FRJ1	8.4 	6.6 	7.0 	6.6 	5.4 	5.0 	6.0 	4.9 	4.5 	4.9 	4.8 	4.1 	3.9 	3.4 	4.0 	3.1 	3.5 	3.6 	3.7 	4.5 	3.7 	3.4 	3.1 	3.7 	3.3 	2.5 	2.9 	3.0 	3.0 	3.5 	3.1 	2.8 	3.3 
A,RT,FRJ2	7.1 	7.9 	6.2 	5.5 	5.7 	4.7 	4.2 	3.9 	4.4 	3.8 	3.6 	3.9 	3.4 	3.5 	3.5 	3.5 	3.4 	3.0 	3.0 	4.0 	3.7 	2.9 	3.2 	2.4 	2.7 	3.0 	3.2 	3.3 	2.8 	2.9 	3.5 	3.1 	2.8 
A,RT,FRK	6.6 	6.2 	6.1 	5.6 	5.6 	4.6 	4.4 	4.0 	4.2 	3.9 	3.7 	4.2 	3.7 	3.5 	3.1 	3.3 	3.2 	3.2 	3.4 	3.3 	2.9 	3.0 	3.3 	3.2 	3.3 	3.3 	2.8 	3.4 	3.3 	3.3 	2.9 	3.4 	3.3 
A,RT,FRK1	8.3 	8.1 	7.6 	6.5 	6.6 	5.2 	5.0 	4.7 	5.7 	3.9 	3.7 	4.9 	3.2 	3.5 	3.3 	4.2 	3.0 	3.4 	2.9 	3.5 	3.5 	3.5 	3.4 	3.5 	3.4 	3.6 	3.0 	3.7 	3.1 	3.3 	2.7 	4.5 	4.0 
A,RT,FRK2	6.3 	5.8 	5.8 	5.5 	5.4 	4.5 	4.3 	3.9 	4.0 	3.9 	3.8 	4.1 	3.8 	3.5 	3.1 	3.2 	3.3 	3.2 	3.5 	3.3 	2.8 	2.9 	3.2 	3.2 	3.3 	3.2 	2.8 	3.3 	3.3 	3.3 	2.9 	3.2 	3.2 
A,RT,FRL	6.1 	6.1 	6.1 	5.3 	4.8 	4.0 	3.9 	4.1 	4.2 	3.6 	4.4 	3.3 	3.3 	3.8 	3.8 	3.1 	3.4 	3.5 	3.0 	3.3 	3.1 	3.1 	2.8 	3.0 	3.3 	3.4 	3.3 	3.2 	3.4 	3.1 	2.6 	3.1 	3.4 
A,RT,FRL0	6.1 	6.1 	6.1 	5.3 	4.8 	4.0 	3.9 	4.1 	4.2 	3.6 	4.4 	3.3 	3.3 	3.8 	3.8 	3.1 	3.4 	3.5 	3.0 	3.3 	3.1 	3.1 	2.8 	3.0 	3.3 	3.4 	3.3 	3.2 	3.4 	3.1 	2.6 	3.1 	3.4 
A,RT,FRM	7.7 	6.8 	6.3 	4.0 	8.5 	3.4 	3.3 	3.8 	4.7 	2.6 	4.1 	2.2 	2.5 	1.1 	4.9 	3.8 	1.4 	3.9 	2.0 	2.7 	4.3 	3.6 	1.3 	3.4 	3.7 	3.8 	3.4 	5.8 	1.8 	3.9 	3.0 	2.6 	2.5 
A,RT,FRM0	7.7 	6.8 	6.3 	4.0 	8.5 	3.4 	3.3 	3.8 	4.7 	2.6 	4.1 	2.2 	2.5 	1.1 	4.9 	3.8 	1.4 	3.9 	2.0 	2.7 	4.3 	3.6 	1.3 	3.4 	3.7 	3.8 	3.4 	5.8 	1.8 	3.9 	3.0 	2.6 	2.5 
A,RT,FRY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.4 	7.6 	7.4 	8.8 	8.5 	7.8 	8.1 	7.4 	8.0 	8.3 
A,RT,FRY1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.0 	8.8 	8.1 	8.0 	7.8 	8.6 	6.9 	7.7 	8.5 	9.7 	4.9 
A,RT,FRY2	: 	: 	: 	: 	: 	: 	: 	: 	8.6 	6.8 	7.1 	7.4 	6.3 	6.3 	5.1 	9.3 	8.2 	8.8 	7.5 	9.3 	8.4 	8.5 	7.4 	6.8 	5.7 	6.0 	10.3 	11.0 	9.3 	6.7 	5.7 	9.1 	9.2 
A,RT,FRY3	: 	: 	: 	: 	: 	: 	: 	: 	10.9 	10.2 	12.4 	14.0 	10.2 	11.0 	10.4 	10.7 	12.6 	12.1 	13.6 	10.4 	10.9 	8.6 	9.8 	8.0 	8.0 	8.8 	10.5 	10.4 	7.9 	9.7 	6.9 	8.0 	9.8 
A,RT,FRY4	: 	: 	: 	: 	: 	: 	: 	: 	8.2 	6.0 	5.5 	6.9 	6.3 	7.3 	6.6 	7.9 	6.6 	6.1 	8.0 	7.6 	6.6 	7.7 	7.9 	6.8 	6.7 	6.6 	7.1 	6.3 	6.1 	7.3 	6.4 	6.4 	7.0 
A,RT,FRY5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.6 	7.9 	10.1 	8.8 	9.8 	8.5 	9.5 	8.8 	10.1 
A,RT,HR	: 	: 	: 	: 	: 	: 	: 	: 	8.2 	7.7 	7.4 	7.7 	7.0 	6.3 	6.1 	5.7 	5.2 	5.6 	4.5 	5.3 	4.4 	4.7 	3.6 	4.1 	5.0 	4.1 	4.3 	4.0 	4.2 	4.0 	4.0 	3.8 	4.1 
A,RT,HR0	: 	: 	: 	: 	: 	: 	: 	: 	8.2 	7.7 	7.4 	7.7 	7.0 	6.3 	6.1 	5.7 	5.2 	5.6 	4.5 	5.3 	4.4 	4.7 	3.6 	4.1 	5.0 	4.1 	4.3 	4.0 	4.2 	4.0 	4.0 	3.8 	4.1 
A,RT,HR02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.8 	3.9 	4.7 
A,RT,HR03	: 	: 	: 	: 	: 	: 	: 	: 	6.4 	6.6 	7.1 	7.7 	7.6 	5.0 	5.3 	5.5 	5.3 	6.2 	4.6 	4.1 	4.6 	4.5 	3.8 	3.8 	4.6 	4.1 	4.2 	4.6 	4.4 	3.9 	3.8 	4.2 	5.0 
A,RT,HR04	: 	: 	: 	: 	: 	: 	: 	: 	9.1 	8.3 	7.5 	7.7 	6.8 	6.9 	6.4 	5.8 	5.1 	5.3 	4.4 	5.8 	4.4 	4.7 	3.5 	4.2 	5.2 	4.1 	4.3 	3.8 	4.2 	4.0 	: 	: 	: 
A,RT,HR05	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.8 	2.2 	2.3 
A,RT,HR06	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.5 	4.6 	3.8 
A,RT,HU	14.8 	15.6 	14.1 	12.5 	11.5 	10.7 	10.9 	9.9 	9.7 	8.4 	9.2 	8.1 	7.2 	7.3 	6.6 	6.2 	5.7 	5.9 	5.6 	5.1 	5.3 	4.9 	4.9 	5.0 	4.5 	4.2 	3.9 	3.5 	3.3 	3.6 	3.4 	3.3 	3.6 
A,RT,HU1	14.2 	15.0 	13.3 	12.1 	12.0 	9.5 	11.0 	9.0 	9.8 	8.2 	9.3 	8.5 	6.3 	6.2 	5.4 	4.5 	5.1 	4.9 	4.9 	3.5 	4.3 	3.6 	3.1 	3.5 	3.8 	3.3 	3.1 	2.6 	2.5 	2.6 	2.1 	1.8 	2.6 
A,RT,HU11	13.2 	15.2 	12.4 	13.6 	11.2 	10.1 	10.0 	8.4 	8.9 	8.4 	10.0 	8.8 	6.7 	5.9 	5.8 	4.5 	5.1 	4.5 	4.7 	3.3 	3.8 	3.5 	2.9 	3.5 	3.6 	3.3 	3.1 	2.1 	2.5 	2.3 	1.5 	1.7 	1.9 
A,RT,HU12	15.8 	14.8 	14.6 	9.9 	13.1 	8.6 	12.4 	9.9 	11.2 	7.8 	8.5 	8.2 	5.8 	6.6 	4.9 	4.4 	5.0 	5.4 	5.3 	3.8 	5.1 	3.7 	3.4 	3.6 	4.0 	3.3 	3.1 	3.1 	2.4 	3.0 	2.8 	1.9 	3.4 
A,RT,HU2	13.9 	15.1 	13.7 	11.2 	9.9 	10.2 	10.5 	10.0 	9.5 	8.9 	9.3 	7.7 	7.0 	7.4 	6.3 	5.6 	5.3 	6.1 	4.8 	4.9 	5.3 	4.5 	6.3 	5.4 	4.9 	4.3 	3.6 	3.1 	3.3 	3.0 	3.8 	3.5 	3.2 
A,RT,HU21	14.4 	16.3 	13.8 	10.0 	10.8 	10.8 	10.6 	9.6 	11.0 	8.9 	8.5 	6.3 	6.3 	7.6 	6.2 	6.2 	5.4 	6.4 	5.3 	4.4 	4.5 	4.8 	6.0 	5.2 	4.3 	5.1 	3.1 	2.1 	2.4 	2.7 	4.0 	4.2 	3.3 
A,RT,HU22	12.6 	12.5 	12.5 	11.2 	9.4 	9.4 	8.5 	8.8 	8.9 	9.3 	10.0 	7.3 	8.4 	6.6 	5.6 	6.0 	4.9 	5.4 	4.4 	5.4 	5.4 	4.1 	6.5 	4.2 	5.2 	3.2 	3.2 	4.2 	3.6 	2.8 	3.7 	3.3 	2.3 
A,RT,HU23	14.6 	16.1 	14.8 	12.7 	9.4 	10.3 	12.1 	11.7 	8.4 	8.5 	9.7 	9.6 	6.5 	8.0 	7.1 	4.6 	5.4 	6.5 	4.6 	5.0 	6.0 	4.5 	6.3 	7.0 	5.4 	4.6 	4.9 	3.1 	4.0 	3.4 	3.6 	2.9 	4.3 
A,RT,HU3	15.6 	16.3 	14.8 	13.4 	12.3 	11.5 	11.1 	10.2 	9.5 	8.3 	9.0 	8.2 	7.9 	7.9 	7.6 	7.7 	6.5 	6.5 	6.5 	6.5 	6.1 	6.3 	5.3 	5.9 	4.7 	4.6 	4.6 	4.4 	3.8 	4.7 	4.1 	4.2 	4.5 
A,RT,HU31	14.7 	17.0 	15.0 	13.9 	12.1 	10.8 	10.6 	11.2 	9.9 	9.1 	8.3 	9.4 	9.8 	8.9 	9.6 	7.5 	9.0 	9.5 	8.8 	8.1 	5.5 	7.7 	7.1 	9.0 	5.2 	4.5 	4.6 	4.5 	5.5 	5.2 	4.9 	4.7 	5.0 
A,RT,HU32	16.4 	15.8 	14.1 	12.9 	12.5 	12.1 	11.4 	10.5 	9.8 	8.1 	9.8 	7.7 	7.2 	6.6 	6.1 	6.8 	5.3 	5.2 	4.6 	5.6 	7.2 	5.2 	4.7 	4.9 	4.4 	5.0 	4.8 	4.0 	3.0 	5.1 	3.6 	4.5 	4.3 
A,RT,HU33	15.4 	16.4 	15.5 	13.6 	12.2 	11.5 	11.1 	8.9 	8.7 	7.7 	8.7 	7.6 	6.7 	8.6 	7.3 	9.2 	5.2 	5.2 	6.9 	6.1 	5.2 	6.3 	4.2 	4.0 	4.7 	4.3 	4.3 	4.7 	3.0 	3.6 	3.9 	3.2 	4.0 
